Date,Open,High,Low,Volume,Close
02-11-2012,5.854,5.91,5.71,5151500,5.784
05-11-2012,5.96,6.316,5.866,10244500,6.3
06-11-2012,6.122,6.24,5.99,11620000,6.23
07-11-2012,6.2,6.41,6.162,8572500,6.308
08-11-2012,6.202,6.376,6.188,6370000,6.262
09-11-2012,6.12,6.186,5.97,4315000,6.064
12-11-2012,6.058,6.284,6.032,2779500,6.214
13-11-2012,6.258,6.4,6.144,4991500,6.322
14-11-2012,6.392,6.424,6.24,4356500,6.276
15-11-2012,6.26,6.288,6.1,4920000,6.164
16-11-2012,6.23,6.4,6.118,4543500,6.368
19-11-2012,6.414,6.65,6.368,6962000,6.584
20-11-2012,6.56,6.62,6.382,4612500,6.6
21-11-2012,6.522,6.694,6.458,4816000,6.494
23-11-2012,6.52,6.566,6.34,2151500,6.426
26-11-2012,6.42,6.46,6.324,2479000,6.454
27-11-2012,6.426,6.532,6.304,4554000,6.43
28-11-2012,6.4,6.858,6.382,7626000,6.646
29-11-2012,6.688,6.8,6.574,5517000,6.738
30-11-2012,6.726,6.856,6.602,7101500,6.764
03-12-2012,6.778,7,6.7,10428500,6.924
04-12-2012,6.816,6.96,6.71,6316500,6.78
05-12-2012,6.764,6.838,6.716,3307500,6.742
06-12-2012,6.764,6.96,6.7,3302000,6.78
07-12-2012,6.86,6.898,6.77,3322000,6.834
10-12-2012,6.886,6.96,6.836,4649000,6.914
11-12-2012,6.92,7.1,6.892,7863000,7.056
12-12-2012,7.042,7.16,6.99,10319000,7.052
13-12-2012,7.052,7.06,6.55,10756500,6.722
14-12-2012,6.756,6.88,6.718,5115000,6.762
17-12-2012,6.754,6.9,6.75,4124500,6.88
18-12-2012,6.852,7.014,6.852,7769500,6.918
19-12-2012,6.95,7.052,6.904,6494000,6.922
20-12-2012,6.902,6.958,6.81,4606000,6.886
21-12-2012,6.788,6.834,6.716,7462000,6.8
24-12-2012,6.728,6.87,6.71,1879000,6.856
26-12-2012,6.792,6.9,6.7,3007000,6.718
27-12-2012,6.7,6.782,6.6,2805500,6.738
28-12-2012,6.676,6.73,6.604,2070500,6.644
31-12-2012,6.6,6.794,6.6,2974500,6.774
02-01-2013,7,7.09,6.942,5974000,7.072
03-01-2013,7.036,7.09,6.95,3710000,6.954
04-01-2013,6.96,6.96,6.784,3370000,6.88
07-01-2013,6.96,6.96,6.78,2210000,6.868
08-01-2013,6.9,6.9,6.622,6420000,6.736
09-01-2013,6.802,6.838,6.68,3490000,6.728
10-01-2013,6.774,6.798,6.676,4612500,6.706
11-01-2013,6.808,6.808,6.422,7816000,6.582
14-01-2013,6.616,6.676,6.57,4625500,6.652
15-01-2013,6.622,6.85,6.616,8121000,6.78
16-01-2013,6.77,6.846,6.746,6891000,6.82
17-01-2013,6.832,6.97,6.784,7183500,6.876
18-01-2013,6.948,6.956,6.764,17775500,6.904
22-01-2013,6.912,7.11,6.852,9601000,7.038
23-01-2013,7.004,7.248,6.992,7821500,7.2
24-01-2013,7.2,7.544,7.168,9852000,7.398
25-01-2013,7.4,7.508,7.36,6439000,7.396
28-01-2013,7.372,7.742,7.372,9930000,7.606
29-01-2013,7.62,7.688,7.426,7133000,7.59
30-01-2013,7.57,7.6,7.486,4840500,7.504
31-01-2013,7.574,7.574,7.386,4507000,7.502
01-02-2013,7.634,7.7,7.524,5503000,7.66
04-02-2013,7.68,7.684,7.518,5640000,7.548
05-02-2013,7.6,7.73,7.536,6551000,7.626
06-02-2013,7.636,7.878,7.58,9466000,7.834
07-02-2013,7.838,7.936,7.79,5983000,7.896
08-02-2013,7.89,8,7.828,5699000,7.848
11-02-2013,7.596,7.83,7.5,16331500,7.684
12-02-2013,7.69,7.774,7.458,11306500,7.578
13-02-2013,7.66,7.8,7.61,4834000,7.69
14-02-2013,7.728,7.75,7.642,4953500,7.654
15-02-2013,7.7,7.702,7.39,10088000,7.408
19-02-2013,7.472,7.858,7.462,13507000,7.856
20-02-2013,7.86,7.93,7.692,15610000,7.708
21-02-2013,7.298,7.478,6.908,45189000,7.032
22-02-2013,7.144,7.278,7.12,12736500,7.222
25-02-2013,7.23,7.35,6.868,14447000,6.876
26-02-2013,6.892,6.992,6.76,13814500,6.886
27-02-2013,6.882,7.082,6.88,9796000,7.02
28-02-2013,7.178,7.22,6.874,9824500,6.966
01-03-2013,7,7.016,6.85,7733000,6.93
04-03-2013,6.954,7.166,6.94,8788500,7.116
05-03-2013,7.2,7.384,7.158,10435000,7.33
06-03-2013,7.402,200,7.394,5750000,7.538
07-03-2013,7.546,7.73,7.376,5791500,7.646
08-03-2013,7.612,7.888,7.472,4560500,7.694
11-03-2013,7.774,7.888,7.73,7897500,7.82
12-03-2013,7.78,7.876,7.77,6375500,7.824
13-03-2013,7.8,7.898,7.762,4110000,7.796
14-03-2013,7.78,7.782,7.354,10105000,7.37
15-03-2013,7.328,7.33,7.042,16398000,7.058
18-03-2013,7.06,7.212,6.984,6580500,7.03
19-03-2013,7.05,7.12,6.988,5492500,7.016
20-03-2013,7.052,7.214,7.032,7115000,7.19
21-03-2013,7.19,7.412,7.148,5731500,7.202
22-03-2013,7.24,7.36,7.24,2201000,7.324
25-03-2013,7.42,7.704,7.354,11894000,7.506
26-03-2013,7.596,7.644,7.532,9041000,7.572
27-03-2013,7.588,7.676,7.462,6481500,7.632
28-03-2013,7.646,7.648,7.55,5793500,7.578
01-04-2013,8.472,9.336,8.34,70492500,8.786
02-04-2013,8.72,9.1,8.702,33262000,8.868
03-04-2013,8.62,8.694,8.042,28218000,8.22
04-04-2013,8.222,8.45,8.162,11324000,8.402
05-04-2013,8.4,8.4,8.1,7762000,8.274
08-04-2013,8.394,8.51,8.302,8395000,8.366
09-04-2013,8.36,8.366,8.066,8480500,8.1
10-04-2013,8.14,8.402,8.122,10605500,8.372
11-04-2013,8.412,8.91,8.35,17237000,8.718
12-04-2013,8.65,9.028,8.61,15747000,8.75
15-04-2013,8.7,8.76,8.502,8407000,8.66
16-04-2013,8.838,9.228,8.782,15902000,9.118
17-04-2013,9.1,9.19,8.908,10592500,9.09
18-04-2013,9.196,9.52,9.078,16839500,9.394
19-04-2013,9.492,9.976,9.414,15058500,9.566
22-04-2013,9.72,10.04,9.55,19697000,10.038
23-04-2013,10.2,10.584,10.132,18669000,10.202
24-04-2013,10.18,10.21,9.796,13150000,10.086
25-04-2013,10.1,10.48,10.1,13979500,10.4
26-04-2013,10.626,10.748,10.124,18110500,10.24
29-04-2013,10.352,10.998,10.24,18198500,10.988
30-04-2013,11.2,11.636,10.752,27613000,10.798
01-05-2013,11.198,11.198,10.6,13714000,10.656
02-05-2013,10.77,11.054,10.74,15252000,10.822
03-05-2013,11.294,11.294,10.9,16893500,10.91
06-05-2013,11.278,11.932,11.1,21833500,11.9
07-05-2013,12.4,12.474,11.024,49955000,11.102
08-05-2013,11.5,11.64,11.142,33849500,11.158
09-05-2013,14.024,15.154,12.738,143025000,13.88
10-05-2013,13.93,16.200001,13.85,125413000,15.352
13-05-2013,16.198,17.6,15.83,112084500,17.559999
14-05-2013,18.844,19.424,16.23,185819500,16.648001
15-05-2013,16.360001,17.375999,15.622,84393500,16.968
16-05-2013,18.940001,19,17.732,108070000,18.450001
17-05-2013,18.5,18.888,17.5,95011000,18.299999
20-05-2013,18.224001,18.5,17.726,41742000,17.988001
21-05-2013,17.700001,17.997999,17.056,44991000,17.518
22-05-2013,17.274,18.191999,17.1,42840000,17.448
23-05-2013,16.962,18.601999,16.610001,60111000,18.546
24-05-2013,18.52,19.59,18.4,80621000,19.416
28-05-2013,20.309999,22.15,20.059999,98459500,22.066
29-05-2013,22.709999,22.98,19.799999,125497500,20.926001
30-05-2013,20.492001,21.908001,20.24,80668500,20.99
31-05-2013,21.252001,21.288,19.546,75860000,19.552
03-06-2013,19.524,19.524,17.65,95698000,18.518
04-06-2013,18.549999,19.284,18.48,44280500,18.968
05-06-2013,18.732,19.594,17.822001,61124000,19.073999
06-06-2013,19.049999,19.854,19.021999,47554500,19.469999
07-06-2013,19.6,20.58,19.34,53558000,20.408001
10-06-2013,19.785999,20.504,19.714001,46143000,20.01
11-06-2013,19.636,19.736,18.809999,36970000,18.893999
12-06-2013,19.360001,20.096001,19.15,45963500,19.546
13-06-2013,19.799999,19.856001,19.024,29808000,19.636
14-06-2013,20,20.504,19.865999,32823500,20.059999
17-06-2013,20.719999,20.950001,20.24,35331000,20.440001
18-06-2013,20.35,20.796,19.84,43976500,20.677999
19-06-2013,20.412001,21.334,20.402,42894500,20.936001
20-06-2013,20.93,21.426001,19.889999,50532500,20.129999
21-06-2013,20.74,20.74,19.5,58593000,19.91
24-06-2013,19.299999,20.573999,19.059999,35599000,20.298
25-06-2013,20.620001,20.84,20.110001,29243500,20.48
26-06-2013,20.76,21.174,20.532,33013000,21.143999
27-06-2013,21.35,22.049999,21.226,43724500,21.85
28-06-2013,21.714001,21.888,21.341999,28743000,21.472
01-07-2013,21.872,23.554001,21.83,54518000,23.436001
02-07-2013,23.65,24.378,23.1,60320500,23.563999
03-07-2013,23.6,23.85,22.854,24033500,23.048
05-07-2013,23.664,24.056,23.139999,34093500,24.018
08-07-2013,24.274,24.436001,23.764,39071000,24.322001
09-07-2013,24.927999,25.063999,24.382,43016500,24.690001
10-07-2013,24.638,24.65,24.158001,28000500,24.454
11-07-2013,24.976,25.218,24.469999,37418000,25.122
12-07-2013,25.1,25.988001,24.902,56720000,25.98
15-07-2013,26.606001,26.652,25.364,49612000,25.452
16-07-2013,25.256001,25.264,21.459999,161859500,21.809999
17-07-2013,21.304001,24.323999,20.9,130145000,24.049999
18-07-2013,24.194,24.546,23.236,56990500,23.806
19-07-2013,23.700001,24.110001,23.302,29451500,23.936001
22-07-2013,23.978001,25.336,23.976,48989000,24.486
23-07-2013,24.799999,25.112,24.364,38682000,24.548
24-07-2013,24.893999,24.9,23.912001,34345000,24.34
25-07-2013,24.08,24.950001,24.038,26421500,24.813999
26-07-2013,25.628,26.136,25.322001,48165500,25.878
29-07-2013,25.864,27.073999,25.65,48394500,26.924
30-07-2013,26.959999,27.497999,25.636,65635000,26.348
31-07-2013,26.514,26.993999,26.290001,31758500,26.856001
01-08-2013,27,27.304001,26.525999,26618000,27.110001
02-08-2013,26.917999,27.65,26.722,31349500,27.6
05-08-2013,28.002001,28.978001,27.93,51003500,28.936001
06-08-2013,28.950001,29.146,28.219999,46272500,28.43
07-08-2013,28.378,28.389999,26.472,91061000,26.846001
08-08-2013,30.870001,31.775999,30.091999,136234000,30.695999
09-08-2013,30.48,31.190001,30.25,44638500,30.6
12-08-2013,29.886,30.1,28.41,74561000,29.476
13-08-2013,29.9,29.968,28.889999,43744500,29.086
14-08-2013,28.544001,28.968,27.610001,58469000,27.872
15-08-2013,27.285999,28.719999,27,50896000,27.934
16-08-2013,28.326,28.782,28.194,35540500,28.4
19-08-2013,28.686001,29.476,28.566,40188500,28.98
20-08-2013,29.73,29.955999,29.4,32091000,29.916
21-08-2013,30,30.062,29.25,31331500,29.572001
22-08-2013,29.844,31.496,29.628,52962000,31.42
23-08-2013,31.4,32.459999,31,64659500,32.368
26-08-2013,33.029999,34.599998,32.049999,120855500,32.844002
27-08-2013,32.459999,33.759998,32.189999,87834500,33.402
28-08-2013,33.812,34.299999,32.650002,73700500,33.290001
29-08-2013,32.844002,33.549999,32.501999,47180000,33.212002
30-08-2013,33.273998,33.841999,32.792,55142000,33.799999
03-09-2013,34.68,34.740002,33.279999,60305500,33.787998
04-09-2013,33.953999,34.324001,33.112,57378500,34.124001
05-09-2013,34.02,34.299999,33.650002,33426500,33.986
06-09-2013,33.714001,33.939999,33.029999,43098500,33.394001
09-09-2013,32.624001,32.900002,31.702,71722500,32.139999
10-09-2013,32.290001,33.5,32.125999,44839000,33.273998
11-09-2013,33.282001,33.580002,32.425999,29162500,32.703999
12-09-2013,32.799999,33.352001,32.102001,30800000,32.986
13-09-2013,32.554001,33.273998,32.431999,27006000,33.108002
16-09-2013,33.599998,34.169998,33.169998,37874500,33.316002
17-09-2013,33.015999,33.683998,32.672001,27484500,33.245998
18-09-2013,33.414001,33.490002,32.84,27198500,33.243999
19-09-2013,34.16,36.094002,33.816002,77973000,35.584
20-09-2013,35.779999,37.166,35.712002,67008500,36.678001
23-09-2013,36.896,37.096001,35.422001,40867000,36.222
24-09-2013,35.827999,36.992001,35.529999,31367000,36.466
25-09-2013,36.712002,37.259998,36.099998,41263500,37.048
26-09-2013,37.34,37.936001,37.122002,33072000,37.728001
27-09-2013,37.504002,38.256001,37.285999,29582000,38.18
30-09-2013,37.799999,38.900002,37.599998,44623500,38.674
01-10-2013,38.792,38.846001,37.674,38779500,38.599998
02-10-2013,37.717999,38.366001,35.080002,103877000,36.189999
03-10-2013,35.009998,35.938,33.599998,119082500,34.661999
04-10-2013,35.279999,36.236,34.529999,72070000,36.195999
07-10-2013,36.492001,37.346001,36.051998,57428000,36.613998
08-10-2013,36.880001,37.186001,34.641998,68786000,34.945999
09-10-2013,34.945999,34.998001,32.299999,76582500,33.756001
10-10-2013,34.618,35.150002,33.938,44419500,34.585999
11-10-2013,34.549999,35.858002,34.240002,41555500,35.740002
14-10-2013,35,36.5,34.830002,38848000,35.944
15-10-2013,37.056,37.757999,36.636002,54892500,36.787998
16-10-2013,36.98,37.459999,36.417999,41027000,36.712002
17-10-2013,36.708,36.959999,36.198002,33525000,36.560001
18-10-2013,36.830002,37.192001,36.504002,29654000,36.68
21-10-2013,36.655998,36.678001,34.200001,57660500,34.52
22-10-2013,34.099998,35.556,33.222,56933500,34.307999
23-10-2013,33.782001,34.362,32.029999,66602000,32.900002
24-10-2013,33,34.900002,32.566002,54128500,34.630001
25-10-2013,34.841999,34.900002,33.360001,37977500,33.931999
28-10-2013,34.035999,34.099998,32.439999,39208500,32.571999
29-10-2013,32.551998,33.09,30.6,70558500,32.894001
30-10-2013,32.925999,33.535999,31.634001,42009000,31.844
31-10-2013,31.134001,32.487999,30.66,46669000,31.988001
01-11-2013,32.599998,33.18,32.082001,35903000,32.433998
04-11-2013,33,35.077999,32.844002,65602000,35.040001
05-11-2013,36,36.285999,34.271999,112335500,35.362
06-11-2013,30.962,32.146,29.27,155358500,30.232
07-11-2013,28.837999,29.129999,27.524,111423500,27.954
08-11-2013,27.296,28.120001,26.464001,112389500,27.59
11-11-2013,28.200001,29.084,27.42,69988000,28.940001
12-11-2013,28.938,28.940001,27.236,74926000,27.559999
13-11-2013,28.167999,28.474001,27.268,63291500,27.74
14-11-2013,27.784,28.08,26.822001,61018500,27.52
15-11-2013,27.370001,27.59,26.870001,49501000,27.09
18-11-2013,27.054001,27.09,23.922001,115691000,24.316
19-11-2013,23.886,25.799999,23.844,99081000,25.218
20-11-2013,25.216,25.49,23.812,69248000,24.222
21-11-2013,24.577999,24.958,24.049999,59519000,24.42
22-11-2013,24.316,24.549999,23.586,55483500,24.275999
25-11-2013,24.9,25.167999,24.059999,51336500,24.167999
26-11-2013,23.875999,24.544001,23.219999,69427500,24.1
27-11-2013,24.261999,25.389999,23.903999,61838000,25.388
29-11-2013,25.954,26.118,25.396,48581000,25.455999
02-12-2013,25.27,25.709999,24.785999,38756000,24.834
03-12-2013,26.535999,28.988001,26.318001,128412000,28.940001
04-12-2013,28.864,28.886,27.426001,65738500,27.790001
05-12-2013,28.030001,28.67,27.9,46442000,28.096001
06-12-2013,28.302,28.497999,27.26,39548000,27.472
09-12-2013,27.4,28.34,26.841999,45307500,28.32
10-12-2013,28.01,29.174,27.972,53741000,28.438
11-12-2013,28.375999,28.610001,27.898001,35689000,27.93
12-12-2013,27.940001,29.648001,27.705999,53839000,29.493999
13-12-2013,29.610001,30.360001,29.464001,52959500,29.530001
16-12-2013,29.695999,30.086,29.219999,33376500,29.587999
17-12-2013,29.516001,30.926001,29.264,52475000,30.492001
18-12-2013,30.448,30.98,29.190001,57909500,29.596001
19-12-2013,29.379999,29.4,27.82,63700000,28.143999
20-12-2013,28.316,28.870001,28.316,37063000,28.648001
23-12-2013,28.969999,29.247999,28.52,26927500,28.709999
24-12-2013,30,30.993999,29.964001,49707500,30.282
26-12-2013,31.007999,31.6,30.858,35647500,31.1
27-12-2013,31.059999,31.1,30.16,27301000,30.224001
30-12-2013,30.224001,30.962,30.15,22337500,30.488001
31-12-2013,30.464001,30.639999,29.732,21312000,30.086
02-01-2014,29.959999,30.496,29.309999,30942000,30.02
03-01-2014,30,30.438,29.719999,23475000,29.912001
06-01-2014,30,30.08,29.048,26805500,29.4
07-01-2014,29.524,30.08,29.049999,25170500,29.872
08-01-2014,29.77,30.74,29.752001,30816000,30.256001
09-01-2014,30.5,30.686001,29.370001,26910000,29.506001
10-01-2014,29.691999,29.780001,28.450001,37230500,29.143999
13-01-2014,29.156,29.4,27.563999,31580500,27.868
14-01-2014,28.1,32.400002,27.334,138035000,32.254002
15-01-2014,33.689999,34.445999,32.419998,102328000,32.826
16-01-2014,32.5,34.540001,32.48,59797000,34.194
17-01-2014,34.037998,34.639999,33.59,46031000,34.001999
21-01-2014,34.248001,35.458,34.161999,48673500,35.335999
22-01-2014,35.562,36.063999,34.952,35113000,35.712002
23-01-2014,35.445999,36.476002,34.683998,39337000,36.299999
24-01-2014,35.57,36.096001,34.706001,38321500,34.919998
27-01-2014,35.032001,35.584,32.942001,43582000,33.924
28-01-2014,34.299999,35.796001,34.200001,30467000,35.675999
29-01-2014,35.060001,35.818001,34.625999,29677500,35.046001
30-01-2014,35.599998,36.956001,35.402,42825000,36.568001
31-01-2014,35.77,37.200001,35.702,32544000,36.282001
03-02-2014,36.577999,36.976002,35.032001,33824500,35.422001
04-02-2014,36.139999,36.32,35.240002,23431500,35.745998
05-02-2014,35.66,36.118,33.872002,36340000,34.883999
06-02-2014,35.259998,36.021999,35.200001,29208000,35.675999
07-02-2014,36.202,37.326,35.919998,44642500,37.306
10-02-2014,37.868,39.860001,37.863998,64853500,39.312
11-02-2014,39.793999,40.439999,38.540001,53549500,39.324001
12-02-2014,39.155998,39.653999,38.863998,25868500,39.063999
13-02-2014,38.667999,40.543999,38.650002,40146500,39.925999
14-02-2014,39.619999,40.375999,39.400002,30790000,39.646
18-02-2014,41.048,41.200001,40.271999,46664000,40.740002
19-02-2014,40.740002,40.740002,38.681999,80845000,38.728001
20-02-2014,43.001999,43.042,41.254002,90011500,41.993999
21-02-2014,42.327999,42.796001,41.838001,39094000,41.919998
24-02-2014,41.751999,43.672001,41.664001,41392000,43.529999
25-02-2014,46,51.84,45.689999,163408500,49.599998
26-02-2014,51.716,53,49.5,123023000,50.599998
27-02-2014,52.25,52.380001,49.666,89729000,50.507999
28-02-2014,49.93,50.535999,48.509998,72949000,48.962002
03-03-2014,47.452,50.330002,46.998001,65446500,50.112
04-03-2014,51.695999,52,50.566002,43728000,50.967999
05-03-2014,51.344002,51.397999,50.360001,29678500,50.532001
06-03-2014,50.827999,51.5,49.889999,36805500,50.588001
07-03-2014,50.588001,50.970001,48.882,39061500,49.242001
10-03-2014,48.540001,48.599998,47.212002,38640500,47.768002
11-03-2014,47.299999,48.919998,46.486,44050500,46.882
12-03-2014,46.299999,49.5,46.222,48772000,48.298
13-03-2014,48.757999,48.838001,46.799999,31181500,47.557999
14-03-2014,47.057999,47.388,45.664001,41448500,46.194
17-03-2014,46.990002,47.585999,46.099998,29563000,46.796001
18-03-2014,47.389999,48.299999,47.004002,31211500,48.007999
19-03-2014,48.278,48.310001,46.702,25356500,47.167999
20-03-2014,47.231998,47.849998,46.672001,19089500,46.981998
21-03-2014,47.203999,47.240002,45.5,41084500,45.778
24-03-2014,45.950001,45.98,42.054001,56644000,44.034
25-03-2014,44.827999,45.41,43.580002,39327000,44.088001
26-03-2014,44.389999,44.52,42.27,34536500,42.591999
27-03-2014,42.473999,42.720001,40.599998,47478500,41.464001
28-03-2014,42.560001,43.344002,42.054001,48424000,42.473999
31-03-2014,43.299999,43.349998,41.278,41900000,41.689999
01-04-2014,41.804001,43.632,41.716,36857000,43.394001
02-04-2014,44,46.178001,43.610001,53911500,46.057999
03-04-2014,46.060001,47.146,44.400002,54618500,45.080002
04-04-2014,45.202,45.653999,42.25,56728000,42.445999
07-04-2014,41.161999,43.240002,40.702,49277500,41.504002
08-04-2014,42.009998,43.298,41.284,34446500,43.091999
09-04-2014,43.352001,43.689999,42.178001,25789500,43.386002
10-04-2014,43.363998,43.5,40.757999,36057500,40.838001
11-04-2014,40.122002,41.400002,39.720001,45336000,40.756001
14-04-2014,41.52,41.688,38.882,38515000,39.618
15-04-2014,39.818001,39.858002,36.863998,68296500,38.782001
16-04-2014,39.400002,39.998001,38.164001,36011000,39.821999
17-04-2014,39.922001,40.458,38.816002,29634000,39.624001
21-04-2014,39.416,41.240002,38.799999,26291000,40.875999
22-04-2014,41.271999,43.866001,41.001999,49023500,43.728001
23-04-2014,43.265999,43.348,41.400002,36478000,41.598
24-04-2014,42.161999,42.560001,40.639999,27476000,41.571999
25-04-2014,40.400002,41.34,39.529999,34983500,39.970001
28-04-2014,40,40.757999,38.099998,35210000,39.702
29-04-2014,39.641998,41.43,39.105999,28895500,41.383999
30-04-2014,40.720001,41.632,40.256001,22203000,41.577999
01-05-2014,41.416,42.804001,41.138,27199500,41.546001
02-05-2014,41.720001,42.271999,41.304001,20434000,42.181999
05-05-2014,41.896,43.537998,41.703999,25735000,43.321999
06-05-2014,43.32,43.731998,41.369999,28183500,41.456001
07-05-2014,41.928001,42.040001,39.450001,50896500,40.27
08-05-2014,36.400002,38.880001,35.599998,100283000,35.717999
09-05-2014,35.972,36.68,35.444,42476000,36.452
12-05-2014,36.773998,37.438,35.976002,35011500,36.933998
13-05-2014,36.751999,38.268002,36.599998,35486000,38.032001
14-05-2014,37.790001,38.695999,37.419998,27033500,38.124001
15-05-2014,37.995998,38.532001,37.060001,30202000,37.717999
16-05-2014,37.790001,38.408001,37.543999,22438500,38.312
19-05-2014,38.144001,39.377998,38,22858500,39.217999
20-05-2014,39.388,39.866001,38.613998,27730500,39.060001
21-05-2014,39.236,39.973999,38.958,26427000,39.889999
22-05-2014,40.07,41.375999,39.911999,31072500,40.976002
23-05-2014,40.905998,41.551998,40.5,20034000,41.459999
27-05-2014,41.703999,42.773998,41.540001,26705500,42.312
28-05-2014,42.004002,42.554001,41.051998,27475500,42.048
29-05-2014,42.113998,42.498001,41.543999,18462500,42.048
30-05-2014,42.060001,42.959999,41.403999,27905500,41.554001
02-06-2014,41.466,41.869999,40.334,23340500,40.939999
03-06-2014,40.698002,41.599998,40.518002,19304000,40.987999
04-06-2014,40.869999,41.251999,40.080002,17137000,40.798
05-06-2014,40.894001,41.84,40.810001,20273000,41.380001
06-06-2014,41.950001,42.161999,41.436001,15369000,41.633999
09-06-2014,41.59,41.998001,40.84,14028500,41.062
10-06-2014,40.886002,41.394001,40.310001,17573500,40.459999
11-06-2014,40.299999,41,39.849998,19887500,40.894001
12-06-2014,41.02,41.976002,40.542,29968500,40.703999
13-06-2014,40.956001,41.358002,40.316002,17721500,41.284
16-06-2014,41.352001,45.098,41.251999,66232000,44.922001
17-06-2014,44.821999,47.108002,44.57,66524500,46.334
18-06-2014,46.299999,46.341999,45.223999,34701000,45.424
19-06-2014,45.776001,47.062,45.400002,43965500,45.557999
20-06-2014,45.703999,46.257999,45.240002,24519500,45.917999
23-06-2014,45.902,47.798,45.644001,38955500,47.444
24-06-2014,47.793999,48.375999,46.326,40379500,46.5
25-06-2014,46.610001,47.509998,46.048,29008000,47.377998
26-06-2014,47.433998,48.080002,46.841999,25607000,47.119999
27-06-2014,46.938,48,46.900002,28175000,47.812
30-06-2014,47.91,48.897999,47.799999,24143000,48.012001
01-07-2014,48.492001,48.688,47.740002,21680500,47.944
02-07-2014,48.132,48.466,45.414001,40137000,45.886002
03-07-2014,46.257999,46.380001,44.799999,25833500,45.849998
07-07-2014,45.5,45.956001,44.080002,29468500,44.532001
08-07-2014,43.73,44.192001,42.854,39181000,43.813999
09-07-2014,44.254002,44.844002,43.841999,20577000,44.612
10-07-2014,43.436001,44.444,43.208,24319500,43.891998
11-07-2014,44.122002,44.32,43.52,16511500,43.625999
14-07-2014,43.998001,45.757999,43.09,36016000,45.34
15-07-2014,45.346001,45.529999,43.619999,28592500,43.916
16-07-2014,44.363998,44.959999,43.363998,20222500,43.431999
17-07-2014,43.231998,44.110001,42.720001,23247000,43.080002
18-07-2014,43.189999,44.242001,43.186001,21268500,44.004002
21-07-2014,43.450001,44.641998,43.344002,19111000,44.108002
22-07-2014,44.438,44.66,43.821999,13650000,43.916
23-07-2014,44.001999,44.950001,43.886002,15416500,44.498001
24-07-2014,44.650002,45.02,44.16,16227500,44.708
25-07-2014,44.543999,45.394001,44.349998,15435500,44.714001
28-07-2014,44.849998,46.400002,44.279999,32571500,44.964001
29-07-2014,45.321999,45.66,44.972,16912000,45.001999
30-07-2014,44.383999,45.919998,44.208,24639000,45.784
31-07-2014,45.852001,46.279999,44.299999,38745500,44.66
01-08-2014,45.217999,47.5,45.200001,59479000,46.653999
04-08-2014,46.875999,48.099998,46.653999,29798500,47.703999
05-08-2014,47.493999,48.598,47.138,26943000,47.698002
06-08-2014,47.779999,50.284,47.716,46246500,49.785999
07-08-2014,50.023998,51.338001,49.824001,37394500,50.478001
08-08-2014,50.231998,50.352001,49.299999,25450500,49.625999
11-08-2014,51.096001,52.748001,51,40506500,51.863998
12-08-2014,51.616001,52.060001,50.916,31911500,51.992001
13-08-2014,52.402,53.127998,51.922001,34663000,52.062
14-08-2014,52.498001,52.599998,51.299999,20633000,52.276001
15-08-2014,52.296001,52.417999,51.700001,19339500,52.402
18-08-2014,52.650002,53.452,51.950001,29246000,51.987999
19-08-2014,51.773998,51.866001,50.324001,26674000,51.352001
20-08-2014,50.933998,51.748001,50.599998,15139500,51.141998
21-08-2014,51.304001,51.759998,50.652,14578000,50.868
22-08-2014,50.908001,51.389999,50.521999,14167000,51.355999
25-08-2014,51.638,52.736,51.638,21590500,52.509998
26-08-2014,52.995998,53.099998,52.332001,19090000,52.348
27-08-2014,52.700001,52.848,52.057999,14925500,52.650002
28-08-2014,52.377998,52.896,52.327999,14224500,52.771999
29-08-2014,53.740002,54.400002,53.501999,32235500,53.939999
02-09-2014,55.099998,56.978001,54.860001,49262000,56.824001
03-09-2014,57.534,57.599998,56.02,33861500,56.237999
04-09-2014,56.801998,58.284,56.080002,41708500,57.208
05-09-2014,56.509998,56.580002,54.501999,55849500,55.478001
08-09-2014,55.523998,56.976002,55.504002,27508000,56.422001
09-09-2014,56.598,57.098,55.400002,22794000,55.695999
10-09-2014,55.900002,56.282001,54.731998,18906500,56.220001
11-09-2014,56.091999,56.958,55.726002,18830500,56.062
12-09-2014,56.099998,56.478001,55.400002,16623000,55.84
15-09-2014,54.874001,54.880001,49.826,82277000,50.771999
16-09-2014,51.029999,52.492001,50.484001,41500500,52.147999
17-09-2014,52.481998,52.939999,51.900002,25888500,52.276001
18-09-2014,52.672001,53.119999,52.464001,18463000,52.764
19-09-2014,51.598,52.285999,51.054001,34054500,51.863998
22-09-2014,51,51.203999,48.942001,41070500,50.006001
23-09-2014,49.043999,50.759998,49,28293500,50.082001
24-09-2014,50.223999,50.568001,49.408001,18747500,50.428001
25-09-2014,50.504002,50.992001,49.220001,24171000,49.389999
26-09-2014,49.650002,49.945999,49.214001,18977000,49.32
29-09-2014,48.799999,49.728001,48.276001,24263500,49.051998
30-09-2014,49.383999,49.529999,48.023998,21191500,48.535999
01-10-2014,48.439999,48.532001,47.130001,29708500,48.048
02-10-2014,50.040001,50.557999,49.071999,44991000,50.284
03-10-2014,50.612,51.299999,50.206001,27031500,51.042
06-10-2014,51.826,52.498001,51.560001,38566500,52.124001
07-10-2014,51.706001,52.292,51.146,22427500,51.914001
08-10-2014,52.02,52.576,50.528,25275500,51.855999
