Date,Open,High,Low,Volume,Close
11-10-2010,4.088,4.14,4.014,856000,4.048
12-10-2010,4.04,4.056,4.006,1220000,4.048
13-10-2010,4.128,4.17,4.072,1591000,4.108
14-10-2010,4.2,4.206,4.08,1474000,4.15
15-10-2010,4.178,4.18,4.05,1423500,4.108
18-10-2010,4.104,4.128,4.044,814000,4.046
19-10-2010,4.04,4.082,4,1226000,4.01
20-10-2010,4.032,4.138,4.008,1562500,4.13
21-10-2010,4.122,4.19,4.09,2085500,4.15
22-10-2010,4.136,4.186,4.11,805500,4.144
25-10-2010,4.188,4.196,4.146,592500,4.17
26-10-2010,4.16,4.374,4.102,3304500,4.272
27-10-2010,4.25,4.276,4.13,1782500,4.2
28-10-2010,4.278,4.3,4.192,1121000,4.238
29-10-2010,4.228,4.37,4.21,1403000,4.368
01-11-2010,4.388,4.55,4.262,2279000,4.282
02-11-2010,4.336,4.376,4.21,1612500,4.25
03-11-2010,4.256,4.5,4.232,1863000,4.354
04-11-2010,4.52,5.066,4.43,9370000,4.98
05-11-2010,4.974,4.994,4.744,5055000,4.888
08-11-2010,4.9,5,4.806,2547500,4.996
09-11-2010,5,5.138,4.81,4782000,4.926
10-11-2010,4.896,5.994,4.81,15302500,5.872
11-11-2010,5.72,5.82,5.466,9726500,5.608
12-11-2010,5.65,6.1,5.614,13645500,5.968
15-11-2010,6.044,6.588,6.044,13114500,6.16
16-11-2010,6.2,6.28,5.684,6738000,5.934
17-11-2010,6.04,6.15,5.722,3750000,5.898
18-11-2010,6.134,6.148,5.784,4780500,5.978
19-11-2010,6.032,6.274,5.94,5752500,6.198
22-11-2010,6.314,6.69,6.3,7648500,6.68
23-11-2010,6.658,7.136,6.438,7889000,6.914
24-11-2010,7.054,7.194,6.866,7125000,7.094
26-11-2010,7.12,7.2,6.95,1753000,7.064
29-11-2010,7.082,7.19,6.666,5728000,6.866
30-11-2010,6.748,7.066,6.682,11113000,7.066
01-12-2010,7.174,7.284,6.69,6496000,6.87
02-12-2010,6.802,6.86,6.24,10035000,6.47
03-12-2010,6.402,6.45,6.174,5800500,6.298
06-12-2010,6.27,6.29,5.912,6372000,6.062
07-12-2010,6.098,6.48,6.01,6556500,6.312
08-12-2010,6.496,6.498,6.304,3300000,6.474
09-12-2010,6.502,6.544,6.33,2030000,6.41
10-12-2010,6.41,6.584,6.226,2147000,6.304
13-12-2010,6.328,6.354,6.08,2052000,6.11
14-12-2010,6.058,6.078,5.552,8828500,5.706
15-12-2010,5.734,5.994,5.706,3714500,5.92
16-12-2010,6,6.182,5.93,3950500,6.162
17-12-2010,6.268,6.308,6.142,4065000,6.272
20-12-2010,6.328,6.438,6.252,2617000,6.34
21-12-2010,6.36,6.538,6.342,3888500,6.452
22-12-2010,6.45,6.572,6.34,4166500,6.526
23-12-2010,6.252,6.496,5.984,7763000,6.018
27-12-2010,5.604,5.716,5.012,46509500,5.11
28-12-2010,5.17,5.35,5,20281500,5.282
29-12-2010,5.406,5.602,5.3,16596000,5.546
30-12-2010,5.54,5.58,5.276,10205500,5.3
31-12-2010,5.314,5.45,5.3,7089500,5.326
03-01-2011,5.368,5.4,5.18,6415000,5.324
04-01-2011,5.332,5.39,5.204,5937000,5.334
05-01-2011,5.296,5.38,5.238,7233500,5.366
06-01-2011,5.366,5.6,5.362,10306000,5.576
07-01-2011,5.6,5.716,5.58,11239500,5.648
10-01-2011,5.634,5.736,5.61,6713500,5.69
11-01-2011,5.718,5.742,5.384,8551000,5.392
12-01-2011,5.402,5.48,5.304,4822000,5.392
13-01-2011,5.392,5.394,5.232,3618000,5.244
14-01-2011,5.23,5.316,5.122,5960000,5.15
18-01-2011,5.096,5.128,4.95,8108500,5.128
19-01-2011,5.054,5.094,4.75,11857500,4.806
20-01-2011,4.806,4.89,4.474,11399500,4.524
21-01-2011,4.624,4.718,4.542,6085000,4.608
24-01-2011,4.706,4.962,4.646,8225500,4.898
25-01-2011,4.93,4.978,4.804,6357500,4.936
26-01-2011,4.942,4.976,4.82,5399500,4.95
27-01-2011,4.948,5.016,4.906,4478500,4.984
28-01-2011,4.976,4.976,4.75,5242000,4.802
31-01-2011,4.81,4.824,4.7,4151500,4.82
01-02-2011,4.862,4.946,4.708,3539000,4.782
02-02-2011,4.832,4.836,4.734,2847500,4.788
03-02-2011,4.764,4.78,4.63,2560000,4.726
04-02-2011,4.688,4.734,4.644,2720000,4.692
07-02-2011,4.652,4.652,4.576,4475500,4.614
08-02-2011,4.756,5.05,4.6,17524500,4.898
09-02-2011,4.826,4.836,4.558,13178000,4.642
10-02-2011,4.652,4.728,4.562,4180500,4.644
11-02-2011,4.65,4.75,4.588,3172500,4.65
14-02-2011,4.728,4.828,4.61,6415500,4.616
15-02-2011,4.602,4.634,4.512,4768500,4.568
16-02-2011,4.62,4.994,4.614,20575500,4.946
17-02-2011,4.926,5.098,4.71,13092000,4.72
18-02-2011,4.666,4.698,4.592,11853500,4.636
22-02-2011,4.576,4.6,4.356,10323000,4.374
23-02-2011,4.436,4.5,4.222,8028000,4.366
24-02-2011,4.356,4.516,4.3,5276500,4.506
25-02-2011,4.562,4.77,4.538,6731500,4.722
28-02-2011,4.748,4.82,4.7,5256000,4.778
01-03-2011,4.81,4.864,4.74,5532000,4.788
02-03-2011,4.764,4.856,4.746,3316500,4.804
03-03-2011,4.896,4.958,4.812,3201000,4.872
04-03-2011,4.896,4.998,4.756,7900500,4.99
07-03-2011,4.986,5.08,4.94,10168000,4.988
08-03-2011,4.92,4.992,4.8,6999500,4.932
09-03-2011,4.932,4.998,4.854,4624000,4.944
10-03-2011,4.888,4.898,4.746,5085000,4.802
11-03-2011,4.77,4.85,4.706,4654000,4.814
14-03-2011,4.764,4.8,4.64,5830000,4.65
15-03-2011,4.44,4.592,4.36,6594000,4.59
16-03-2011,4.572,4.65,4.538,5848500,4.564
17-03-2011,4.648,4.686,4.528,4613000,4.562
18-03-2011,4.638,4.638,4.502,3439500,4.592
21-03-2011,4.61,4.61,4.508,2058500,4.546
22-03-2011,4.546,4.572,4.4,2914500,4.438
23-03-2011,4.422,4.454,4.354,2114000,4.442
24-03-2011,4.428,4.476,4.396,2311000,4.466
25-03-2011,4.486,4.6,4.48,2840000,4.55
28-03-2011,4.54,4.708,4.51,5290500,4.65
29-03-2011,4.66,4.8,4.642,3777000,4.784
30-03-2011,4.822,4.898,4.602,6116500,4.742
31-03-2011,5.31,5.742,5.3,57589000,5.55
01-04-2011,5.49,5.636,5.314,14324000,5.332
04-04-2011,5.366,5.4,5.046,13046500,5.166
05-04-2011,5.18,5.4,5.138,15904500,5.34
06-04-2011,5.398,5.402,5.16,6441500,5.298
07-04-2011,5.37,5.588,5.29,14051500,5.448
08-04-2011,5.516,5.52,5.272,9732000,5.298
11-04-2011,5.294,5.306,5.004,6847000,5.054
12-04-2011,5.016,5.042,4.86,6787000,4.93
13-04-2011,5.026,5.138,4.962,6057500,4.986
14-04-2011,4.974,5.056,4.84,4917000,5.028
15-04-2011,5.13,5.236,5.082,4717500,5.116
18-04-2011,5.026,5.124,4.872,5169500,5.006
19-04-2011,5.052,5.052,4.93,2743500,5.032
20-04-2011,5.14,5.218,5.06,4186000,5.15
21-04-2011,5.17,5.396,5.118,6930500,5.348
25-04-2011,5.34,5.346,5.194,4004500,5.278
26-04-2011,5.332,5.45,5.262,7000000,5.386
27-04-2011,5.386,5.472,5.326,4984500,5.416
28-04-2011,5.414,5.538,5.344,8000000,5.532
29-04-2011,5.538,5.574,5.484,3630000,5.52
02-05-2011,5.52,5.56,5.412,3923000,5.49
03-05-2011,5.476,5.478,5.3,4569500,5.374
04-05-2011,5.356,5.4,5.15,5222500,5.338
05-05-2011,5.44,5.488,5.234,6092500,5.288
06-05-2011,5.38,5.54,5.324,4908500,5.424
09-05-2011,5.4,5.6,5.37,4582000,5.582
10-05-2011,5.648,5.79,5.582,7676500,5.666
11-05-2011,5.64,5.66,5.384,4812500,5.414
12-05-2011,5.414,5.548,5.33,3140000,5.534
13-05-2011,5.6,5.638,5.46,3307500,5.51
16-05-2011,5.598,5.598,5.31,3778500,5.32
17-05-2011,5.4,5.4,5.144,6171000,5.192
18-05-2011,5.22,5.294,5.104,3647500,5.27
19-05-2011,5.406,5.688,5.32,13275500,5.64
20-05-2011,5.652,5.656,5.47,4212500,5.594
23-05-2011,5.524,5.524,5.324,4318000,5.364
24-05-2011,5.404,5.5,5.32,3068500,5.344
25-05-2011,5.38,5.802,5.234,23465500,5.796
26-05-2011,5.764,5.952,5.62,16684500,5.896
27-05-2011,5.908,5.934,5.764,8435500,5.91
31-05-2011,5.938,6.056,5.91,16452500,6.028
01-06-2011,6,6.02,5.676,7649500,5.704
02-06-2011,5.704,5.864,5.702,4931500,5.752
03-06-2011,5.99,6.3,5.9,31046000,6.026
06-06-2011,6.02,,5.652,11655500,5.74
07-06-2011,5.788,5.878,5.652,,5.674
08-06-2011,5.688,5.72,5.404,8479500,5.424
09-06-2011,5.486,5.62,5.42,8016000,5.524
10-06-2011,5.504,5.66,5.47,7833000,5.572
13-06-2011,5.614,5.776,5.576,8567000,5.686
14-06-2011,5.708,5.94,5.704,7867000,5.72
15-06-2011,5.688,5.69,5.414,6725000,5.464
16-06-2011,5.534,5.6,5.148,9211000,5.3
17-06-2011,5.374,5.54,5.228,8570000,5.3
20-06-2011,5.258,5.292,5.1,7689000,5.202
21-06-2011,5.248,5.546,5.2,7480000,5.506
22-06-2011,5.474,5.65,5.42,7378000,5.442
23-06-2011,5.44,5.544,5.242,5850000,5.542
24-06-2011,5.528,5.594,5.452,18042500,5.514
27-06-2011,5.546,5.656,5.462,9047000,5.492
28-06-2011,5.558,5.65,5.534,4446000,5.622
29-06-2011,5.7,5.818,5.614,7309000,5.658
30-06-2011,5.7,5.866,5.68,4733500,5.826
01-07-2011,5.814,5.92,5.76,4274500,5.804
05-07-2011,5.804,5.904,5.742,4980000,5.828
06-07-2011,5.828,5.828,5.71,4634500,5.792
07-07-2011,5.828,6,5.802,6639500,5.946
08-07-2011,5.978,5.978,5.718,6203000,5.762
11-07-2011,5.68,5.706,5.6,4879000,5.67
12-07-2011,5.674,5.818,5.6,5227000,5.634
13-07-2011,5.686,5.806,5.58,5330000,5.728
14-07-2011,5.706,5.792,5.45,5795000,5.522
15-07-2011,5.558,5.566,5.48,3545000,5.516
18-07-2011,5.468,5.49,5.326,4259500,5.446
19-07-2011,5.516,5.622,5.508,5130500,5.578
20-07-2011,5.6,6.088,5.56,15241500,5.738
21-07-2011,5.782,5.832,5.62,5057500,5.74
22-07-2011,5.74,5.908,5.71,2917500,5.858
25-07-2011,5.802,5.85,5.688,3366500,5.698
26-07-2011,5.662,5.754,5.594,3803000,5.6
27-07-2011,5.7,5.7,5.502,4792500,5.528
28-07-2011,5.52,5.71,5.508,4693500,5.634
29-07-2011,5.56,5.68,5.5,4741000,5.634
01-08-2011,5.734,5.796,5.642,5824500,5.754
02-08-2011,5.738,5.84,5.454,7747000,5.468
03-08-2011,5.5,5.566,5.268,8972500,5.44
04-08-2011,5.302,5.378,4.934,15322500,4.95
05-08-2011,4.998,5.076,4.566,9822000,4.848
08-08-2011,4.62,4.888,4.62,13042500,4.728
09-08-2011,4.83,5.09,4.74,6667000,5.012
10-08-2011,5.088,5.088,4.726,7821000,4.764
11-08-2011,4.808,5.15,4.8,4182500,5.06
12-08-2011,5.12,5.428,5.072,5045500,5.262
15-08-2011,5.324,5.35,5.186,3693000,5.246
16-08-2011,5.226,5.308,5.166,2688500,5.22
17-08-2011,5.278,5.33,5.102,3218500,5.166
18-08-2011,5,5.03,4.694,5283000,4.852
19-08-2011,4.772,4.844,4.4,6876500,4.46
22-08-2011,4.622,4.76,4.336,4930500,4.39
23-08-2011,4.386,4.622,4.3,4345000,4.592
24-08-2011,4.62,4.786,4.566,3421500,4.774
25-08-2011,4.774,4.774,4.58,3399000,4.622
26-08-2011,4.542,4.79,4.414,3809000,4.746
29-08-2011,4.844,4.97,4.804,4017000,4.942
30-08-2011,4.9,4.954,4.818,1831000,4.926
31-08-2011,4.96,5.1,4.856,4119000,4.948
01-09-2011,4.932,4.974,4.768,4240500,4.8
02-09-2011,4.732,4.798,4.536,3849500,4.614
06-09-2011,4.5,4.64,4.458,4049000,4.588
07-09-2011,4.678,4.8,4.656,2296000,4.768
08-09-2011,4.716,4.806,4.656,2528500,4.722
09-09-2011,4.674,4.714,4.51,3346500,4.594
12-09-2011,4.5,4.662,4.49,2833000,4.576
13-09-2011,4.602,4.82,4.55,3632500,4.816
14-09-2011,4.85,4.968,4.758,4154000,4.868
15-09-2011,4.916,4.986,4.866,2813000,4.964
16-09-2011,4.956,5.168,4.898,7085500,5.16
19-09-2011,4.99,5.162,4.764,5787000,5.154
20-09-2011,5.196,5.32,5.134,5902000,5.202
21-09-2011,5.19,5.39,5.14,4938000,5.17
22-09-2011,5.128,5.222,4.976,3879000,5.126
23-09-2011,5.098,5.324,5.07,5782000,5.276
26-09-2011,5.304,5.304,4.98,4674000,5.104
27-09-2011,5.2,5.398,5.114,3372500,5.238
28-09-2011,5.2,5.3,4.902,3616500,4.918
29-09-2011,5.144,,4.71,4648000,4.824
30-09-2011,4.96,4.978,4.698,6680500,4.878
03-10-2011,4.99,5,4.65,5116000,4.746
04-10-2011,4.658,4.864,4.586,6001500,4.732
05-10-2011,4.806,5.168,4.67,6147500,5.074
06-10-2011,5.074,5.52,5.004,8845500,5.392
07-10-2011,5.396,5.52,5.21,6558000,5.398
10-10-2011,5.462,5.636,5.4,4617500,5.576
11-10-2011,5.502,5.554,5.418,2878500,5.522
12-10-2011,5.45,5.6,5.44,5617000,5.56
13-10-2011,5.526,5.694,5.488,5217500,5.588
14-10-2011,5.6,5.71,5.452,7002500,5.61
17-10-2011,5.572,5.6,5.452,3772500,5.484
18-10-2011,5.46,5.686,5.342,4998500,5.668
19-10-2011,5.604,5.612,5.46,3964500,5.514
20-10-2011,5.488,5.494,5.4,4998500,5.468
21-10-2011,5.48,5.66,5.402,5713000,5.606
24-10-2011,5.574,5.778,5.55,4703000,5.71
25-10-2011,5.646,5.772,5.56,3272000,5.65
26-10-2011,5.638,5.674,5.48,2552500,5.596
27-10-2011,5.668,5.79,5.622,4347000,5.752
28-10-2011,5.7,6,5.602,6320000,5.974
31-10-2011,5.9,5.902,5.75,5670000,5.874
01-11-2011,5.678,5.784,5.6,3176000,5.776
02-11-2011,5.8,5.852,5.65,4376500,5.742
03-11-2011,6,6.498,5.906,12548500,6.492
04-11-2011,6.292,6.48,6.102,15164500,6.462
07-11-2011,6.328,6.4,6.15,6331500,6.254
08-11-2011,6.274,6.4,6.144,5839500,6.368
09-11-2011,6.174,6.298,6.06,4768500,6.176
10-11-2011,6.188,6.3,6.13,3736500,6.266
11-11-2011,6.38,6.9,6.114,19341500,6.728
14-11-2011,6.6,6.708,6.524,6628500,6.644
15-11-2011,6.584,6.88,6.546,4455000,6.786
16-11-2011,6.696,7,6.68,9166000,6.988
17-11-2011,6.9,180,6.638,6746500,6.736
18-11-2011,6.728,6.822,6.508,4514000,6.52
21-11-2011,6.488,6.488,6.21,5158000,6.352
22-11-2011,6.352,6.558,6.21,3663000,6.414
23-11-2011,6.352,6.41,6.25,2259000,6.29
25-11-2011,6.31,6.482,6.216,1198000,6.332
28-11-2011,6.4,6.656,6.362,3406000,6.512
29-11-2011,6.498,6.614,6.326,2955500,6.35
30-11-2011,6.5,6.586,6.444,3801500,6.548
01-12-2011,6.514,6.798,6.396,5151000,6.52
02-12-2011,6.566,6.738,6.48,4014000,6.66
05-12-2011,6.706,7,6.686,5800500,6.884
06-12-2011,6.84,6.996,6.806,4759000,6.974
07-12-2011,6.926,6.978,6.76,3371500,6.838
08-12-2011,6.168,6.33,5.922,16529000,6.178
09-12-2011,6.108,6.224,6.056,6197500,6.208
12-12-2011,6.088,6.124,6.004,3793500,6.082
13-12-2011,6.114,6.186,5.782,4970500,5.89
14-12-2011,5.9,5.936,5.6,5819500,5.706
15-12-2011,5.734,5.834,5.624,3501500,5.724
16-12-2011,5.758,5.786,5.596,5148500,5.6
19-12-2011,5.618,5.7,5.474,4935000,5.55
20-12-2011,5.61,5.69,5.544,4216500,5.58
21-12-2011,5.582,5.614,5.206,8527500,5.514
22-12-2011,5.52,5.61,5.46,5047000,5.554
23-12-2011,5.6,5.6,5.504,2957000,5.58
27-12-2011,5.532,5.754,5.528,3887500,5.714
28-12-2011,5.798,5.848,5.608,2876000,5.702
29-12-2011,5.718,5.868,5.71,2441000,5.746
30-12-2011,5.698,5.796,5.65,1699000,5.712
03-01-2012,5.788,5.9,5.53,4640500,5.616
04-01-2012,5.642,5.734,5.5,3150500,5.542
05-01-2012,5.552,5.586,,5027500,5.424
06-01-2012,5.44,5.558,5.282,4931500,5.382
09-01-2012,5.4,5.498,5.224,4485000,5.45
10-01-2012,5.488,5.552,5.45,3359000,5.524
11-01-2012,5.524,5.676,5.46,3361500,5.646
12-01-2012,5.696,5.724,5.562,3646500,5.65
13-01-2012,5.68,5.7,4.528,27502000,4.558
17-01-2012,5.324,5.468,5.282,23258000,5.32
18-01-2012,5.338,5.376,5.25,6301000,5.362
19-01-2012,5.438,5.548,5.322,6231500,5.352
20-01-2012,5.38,5.4,5.28,3311500,5.32
23-01-2012,5.362,5.442,5.32,2973000,5.354
24-01-2012,5.326,5.536,5.288,4290000,5.484
25-01-2012,5.454,5.602,5.41,3056000,5.594
26-01-2012,5.614,5.916,5.6,6355500,5.788
27-01-2012,5.7,5.944,5.7,3742000,5.866
30-01-2012,5.898,5.922,5.706,3645000,5.914
31-01-2012,5.98,6,5.774,4782000,5.814
01-02-2012,5.814,5.94,5.8,2616000,5.916
02-02-2012,5.944,6.176,5.922,4028500,6.05
03-02-2012,6.082,6.266,6.05,3822500,6.23
06-02-2012,6.22,6.38,6.21,3260500,6.36
07-02-2012,6.36,6.36,6.164,5108000,6.32
08-02-2012,6.32,6.402,6.258,3118500,6.386
09-02-2012,6.4,6.58,6.286,6385500,6.516
10-02-2012,6.452,6.454,5.968,9371000,6.22
13-02-2012,6.31,6.412,6.18,5789500,6.298
14-02-2012,6.348,6.758,6.28,9054000,6.634
15-02-2012,6.62,6.882,6.454,13809000,6.72
16-02-2012,6.7,6.902,6.508,11098500,6.836
17-02-2012,6.798,6.994,6.7,6883500,6.994
21-02-2012,6.974,6.974,6.762,5679000,6.9
22-02-2012,6.9,6.944,6.5,8273000,6.844
23-02-2012,6.798,6.994,6.712,4102000,6.906
24-02-2012,6.846,6.904,6.654,4799500,6.75
27-02-2012,6.682,6.8,6.6,3030000,6.724
28-02-2012,6.728,6.888,6.634,3061000,6.762
29-02-2012,6.762,6.824,6.628,2678500,6.682
01-03-2012,6.702,6.9,6.662,3517500,6.882
02-03-2012,6.88,6.9,6.742,2750000,6.808
05-03-2012,6.87,6.88,6.692,2335000,6.754
06-03-2012,6.65,6.656,6.524,2869000,6.622
07-03-2012,6.624,6.662,6.582,1824500,6.624
08-03-2012,6.622,6.698,6.608,3166500,6.614
09-03-2012,6.64,7.062,6.64,7767000,6.948
12-03-2012,6.938,7.258,6.92,9816500,7.202
13-03-2012,7.302,7.318,7.1,5008000,7.218
14-03-2012,7.2,7.2,6.96,4257500,7.058
15-03-2012,7.056,7.096,6.956,2858000,7
16-03-2012,6.98,7.178,6.966,3646500,7.064
19-03-2012,7.052,7.064,6.908,5078000,6.996
20-03-2012,6.996,7.04,6.914,2835000,6.992
21-03-2012,6.988,7.06,6.92,3036000,7.03
22-03-2012,6.994,7.03,6.86,2612000,6.88
23-03-2012,6.852,6.926,6.63,5853000,6.816
26-03-2012,7.118,7.618,7.008,15702500,7.48
27-03-2012,7.432,7.99,7.406,12696000,7.588
28-03-2012,7.556,7.688,7.422,4775000,7.57
29-03-2012,7.638,7.638,7.406,3982000,7.466
30-03-2012,7.504,7.588,7.336,4432000,7.448
02-04-2012,7.466,7.594,7.306,5143000,7.316
03-04-2012,7.34,7.694,7.334,5490500,7.602
04-04-2012,7.054,7.098,6.938,22409000,7
05-04-2012,7.02,7.088,6.882,7547000,6.896
09-04-2012,6.82,6.858,6.62,8278500,6.63
10-04-2012,6.63,6.77,6.42,9238500,6.492
11-04-2012,6.648,6.658,6.402,5527500,6.618
12-04-2012,6.754,6.896,6.584,5169500,6.688
13-04-2012,6.788,6.808,6.57,3248000,6.718
16-04-2012,6.682,6.74,6.418,5498000,6.45
17-04-2012,6.486,6.614,6.408,5577500,6.448
18-04-2012,6.418,6.55,6.306,4115500,6.532
19-04-2012,6.55,6.686,6.5,3874500,6.632
20-04-2012,6.628,6.746,6.588,4109000,6.632
23-04-2012,6.572,6.594,6.342,4454000,6.388
24-04-2012,6.364,6.44,6.2,3372500,6.364
25-04-2012,6.414,6.598,6.414,3561000,6.582
26-04-2012,6.592,6.704,6.582,2126500,6.698
27-04-2012,6.72,6.726,6.582,2955000,6.668
30-04-2012,6.654,6.672,6.516,2069500,6.626
01-05-2012,6.626,6.842,6.626,3295000,6.756
02-05-2012,6.7,6.878,,2486500,6.788
03-05-2012,6.782,6.8,6.426,4206500,6.492
04-05-2012,6.464,6.492,6.28,6237500,6.366
07-05-2012,6.392,6.516,6.322,5790000,6.494
08-05-2012,6.5,6.546,5.874,15486000,6.038
09-05-2012,6.06,6.154,5.952,9739500,6.012
10-05-2012,6.594,6.936,6.48,27781500,6.592
11-05-2012,6.498,6.688,6.432,6106500,6.45
14-05-2012,6.384,6.426,6.01,6904500,6.012
15-05-2012,6.052,6.192,5.844,7928500,5.886
16-05-2012,5.916,6.036,5.776,6285500,5.836
17-05-2012,5.86,5.958,5.648,5745000,5.714
18-05-2012,5.674,5.692,5.366,8082500,5.512
21-05-2012,5.516,5.852,5.424,7376000,5.754
22-05-2012,6.02,6.268,6,11831000,6.16
23-05-2012,6.112,6.21,5.9,6102000,6.204
24-05-2012,6.25,6.25,5.938,5378000,6.056
25-05-2012,6.032,6.082,5.84,3785000,5.962
29-05-2012,6.002,6.386,6.002,8250000,6.338
30-05-2012,6.216,6.284,6.048,6536000,6.082
31-05-2012,6.014,6.058,5.75,5593500,5.9
01-06-2012,5.706,5.832,5.552,4429000,5.63
04-06-2012,5.606,5.682,5.422,5154500,5.576
05-06-2012,5.568,5.678,5.512,3154500,5.582
06-06-2012,5.64,5.89,5.628,4549500,5.844
07-06-2012,5.962,5.974,5.77,2460500,5.786
08-06-2012,5.772,6.038,5.63,4405500,6.016
11-06-2012,6.062,6.2,5.792,3180000,5.824
12-06-2012,5.846,5.968,5.762,2845000,5.932
13-06-2012,5.91,6.128,5.894,4220500,5.954
14-06-2012,6.036,6.13,5.724,4361000,5.878
15-06-2012,5.878,5.99,5.762,3234000,5.982
18-06-2012,5.988,6.466,5.9,6284000,6.368
19-06-2012,6.404,6.532,6.3,4555500,6.418
20-06-2012,6.7,6.9,6.642,17112000,6.756
21-06-2012,6.852,6.856,6.368,9459500,6.438
22-06-2012,6.52,6.796,6.492,15233000,6.758
25-06-2012,6.788,6.824,6.55,7492500,6.622
26-06-2012,6.41,6.47,6.278,13069500,6.322
27-06-2012,6.38,6.49,6.314,5236000,6.392
28-06-2012,6.38,6.422,6.124,4570500,6.282
29-06-2012,6.56,6.56,6.2,5629000,6.258
02-07-2012,6.27,6.36,6.038,6578000,6.08
03-07-2012,6.12,6.2,6.08,4735000,6.132
05-07-2012,6.162,6.334,6.16,6269000,6.246
06-07-2012,6.198,6.346,6.16,3922500,6.198
09-07-2012,6.188,6.366,6.134,4552500,6.298
10-07-2012,6.308,6.496,6.178,3792000,6.254
11-07-2012,6.314,6.336,6.202,3193000,6.302
12-07-2012,6.258,6.602,6.16,5628500,6.54
13-07-2012,6.594,6.88,6.566,6524000,6.85
16-07-2012,6.864,7.2,6.78,8720000,7.192
17-07-2012,7,7.042,6.476,12846500,6.67
18-07-2012,6.284,6.734,6.212,14409500,6.43
19-07-2012,6.544,6.63,6.408,7179500,6.454
20-07-2012,6.414,6.45,6.25,7842500,6.358
23-07-2012,6.21,6.26,6.124,6934000,6.132
24-07-2012,6.132,6.208,5.924,7501500,5.968
25-07-2012,5.984,5.996,5.75,14211000,5.79
26-07-2012,5.98,6,5.528,11311500,5.626
27-07-2012,5.742,5.932,5.62,8365000,5.902
30-07-2012,5.902,6.05,5.442,10326000,5.47
31-07-2012,5.508,5.594,5.47,7875500,5.484
01-08-2012,5.598,5.598,5.206,7961500,5.25
02-08-2012,5.368,5.37,5.104,6525500,5.22
03-08-2012,5.38,5.51,5.348,6047500,5.454
06-08-2012,5.51,5.74,5.51,7641000,5.654
07-08-2012,5.754,6.18,5.7,11936000,6.05
08-08-2012,5.98,6,5.718,6544500,5.818
09-08-2012,5.904,6,5.826,3363000,5.882
10-08-2012,5.862,5.988,5.862,3537000,5.988
13-08-2012,5.938,6.26,5.82,4350500,6.234
14-08-2012,6.15,6.234,5.852,3967000,5.884
15-08-2012,5.878,5.94,5.762,2627000,5.88
16-08-2012,5.906,6.078,5.9,3345000,6.06
17-08-2012,6.058,6.142,5.996,2541000,6.002
20-08-2012,6.03,6.078,5.82,5895500,5.902
21-08-2012,5.916,6,5.8,3808000,5.822
22-08-2012,5.802,6.008,5.802,3877500,5.99
23-08-2012,6,6.17,5.93,7355000,6.146
24-08-2012,6.012,6.048,5.882,7147000,5.9
27-08-2012,5.914,5.94,5.634,6752000,5.664
28-08-2012,5.68,5.876,5.6,7013500,5.738
29-08-2012,5.698,5.728,5.604,4194500,5.682
30-08-2012,5.72,5.748,5.62,3282000,5.682
31-08-2012,5.722,5.768,5.64,2699000,5.704
04-09-2012,5.704,5.798,5.58,3762500,5.628
05-09-2012,5.602,5.7,5.562,3196500,5.588
06-09-2012,5.6,5.78,5.58,4208500,5.71
07-09-2012,5.71,5.914,5.7,4766000,5.87
10-09-2012,5.84,5.87,5.46,7416500,5.474
11-09-2012,5.552,5.632,5.48,5074500,5.56
12-09-2012,5.58,5.716,5.56,5726000,5.656
13-09-2012,5.714,5.9,5.696,7423500,5.896
14-09-2012,6,6.13,5.93,7683000,6.078
17-09-2012,6.47,6.556,6.302,16064000,6.508
18-09-2012,6.376,6.38,6.136,8942500,6.268
19-09-2012,6.2,6.348,6.188,5242500,6.21
20-09-2012,6.186,6.3,6.136,4562000,6.18
21-09-2012,6.22,6.298,5.908,9350000,6.004
24-09-2012,5.902,6.206,5.88,6509500,6.132
25-09-2012,5.724,5.896,5.506,28402000,5.532
26-09-2012,5.532,5.68,5.496,7636000,5.508
27-09-2012,5.564,5.708,5.52,8793000,5.698
28-09-2012,5.746,5.978,5.722,21717000,5.856
01-10-2012,5.9,5.978,5.8,4422000,5.832
02-10-2012,5.856,5.978,5.8,3645000,5.96
03-10-2012,5.95,5.99,5.848,5264000,5.86
04-10-2012,6,6.02,5.73,7706500,5.88
05-10-2012,5.94,5.962,5.736,4693000,5.778
08-10-2012,5.772,5.88,5.722,4448500,5.85
09-10-2012,5.824,5.824,5.65,5965000,5.674
10-10-2012,5.678,5.744,5.602,2518000,5.68
11-10-2012,5.788,5.796,5.65,2253000,5.664
12-10-2012,5.664,5.746,5.5,4938000,5.528
15-10-2012,5.604,5.61,5.372,7343500,5.466
16-10-2012,5.534,5.618,5.468,2396500,5.612
17-10-2012,5.65,5.768,5.56,3340000,5.764
18-10-2012,5.798,5.798,5.556,3705000,5.608
19-10-2012,5.566,5.64,5.46,5137000,5.548
22-10-2012,5.598,5.6,5.472,2351000,5.57
23-10-2012,5.476,5.712,5.474,3745000,5.678
24-10-2012,5.704,5.704,5.45,5082000,5.484
25-10-2012,5.56,5.56,5.49,2888500,5.504
26-10-2012,5.506,5.56,5.404,2387000,5.476
31-10-2012,5.54,5.67,5.474,3876000,5.626
01-11-2012,5.65,5.898,5.64,5120500,5.85
